axis,group,source_support,accepted_support,coverage,conditional_risk,selective_risk_identified
country_class,BEL|road_bridge,3,2,0.6666666666666666,1.0,True
country_class,BEL|shopping_mall,1,1,1.0,0.0,True
country_class,BEL|waste_disposal,9,9,1.0,1.0,True
country_class,BEN|recreational_facility,1,0,0.0,,False
country_class,BFA|surface_mine,11,11,1.0,0.2727272727272727,True
country_class,BGD|crop_field,1,1,1.0,1.0,True
country_class,BGD|flooded_road,24,20,0.8333333333333334,0.45,True
country_class,BGD|hospital,1,1,1.0,1.0,True
country_class,BGD|lake_or_pond,7,7,1.0,0.8571428571428571,True
country_class,BGD|prison,1,1,1.0,1.0,True
country_class,BGD|runway,1,1,1.0,0.0,True
country_class,BGD|toll_booth,1,1,1.0,1.0,True
country_class,BGR|educational_institution,1,1,1.0,1.0,True
country_class,BGR|fire_station,1,0,0.0,,False
country_class,BGR|park,1,1,1.0,1.0,True
country_class,BHR|recreational_facility,3,3,1.0,1.0,True
country_class,BHR|storage_tank,10,10,1.0,0.1,True
country_class,BHR|swimming_pool,1,1,1.0,1.0,True
country_class,BHR|water_treatment_facility,1,0,0.0,,False
country_class,BHS|airport_terminal,1,1,1.0,1.0,True
country_class,BHS|educational_institution,7,6,0.8571428571428571,1.0,True
country_class,BHS|gas_station,3,3,1.0,1.0,True
country_class,BHS|military_facility,3,3,1.0,1.0,True
country_class,BHS|police_station,14,14,1.0,1.0,True
country_class,BHS|swimming_pool,10,10,1.0,1.0,True
country_class,BIH|airport,2,2,1.0,0.0,True
country_class,BLR|barn,1,1,1.0,1.0,True
country_class,BLR|electric_substation,3,2,0.6666666666666666,1.0,True
country_class,BLR|factory_or_powerplant,1,1,1.0,1.0,True
country_class,BLR|lake_or_pond,11,11,1.0,0.8181818181818182,True
country_class,BLR|military_facility,1,1,1.0,1.0,True
country_class,BLR|park,1,0,0.0,,False
country_class,BLR|police_station,2,2,1.0,1.0,True
country_class,BLR|surface_mine,1,1,1.0,1.0,True
country_class,BLR|waste_disposal,1,1,1.0,1.0,True
country_class,BLR|zoo,1,1,1.0,1.0,True
country_class,BLZ|crop_field,1,1,1.0,1.0,True
country_class,BLZ|tower,11,9,0.8181818181818182,0.5555555555555556,True
country_class,BOL|airport_terminal,1,0,0.0,,False
country_class,BOL|amusement_park,3,3,1.0,1.0,True
country_class,BOL|dam,3,3,1.0,1.0,True
country_class,BOL|flooded_road,1,1,1.0,1.0,True
country_class,BOL|ground_transportation_station,1,1,1.0,1.0,True
country_class,BOL|parking_lot_or_garage,1,1,1.0,1.0,True
country_class,BOL|place_of_worship,4,3,0.75,0.3333333333333333,True
country_class,BOL|recreational_facility,2,1,0.5,1.0,True
country_class,BOL|toll_booth,11,10,0.9090909090909091,0.3,True
country_class,BRA|airport,1,1,1.0,0.0,True
country_class,BRA|airport_terminal,2,2,1.0,1.0,True
country_class,BRA|aquaculture,1,1,1.0,1.0,True
country_class,BRA|barn,1,1,1.0,1.0,True
country_class,BRA|burial_site,1,1,1.0,1.0,True
country_class,BRA|crop_field,1,1,1.0,1.0,True
country_class,BRA|educational_institution,2,2,1.0,1.0,True
country_class,BRA|flooded_road,1,1,1.0,1.0,True
country_class,BRA|ground_transportation_station,3,3,1.0,1.0,True
country_class,BRA|hospital,2,2,1.0,1.0,True
country_class,BRA|lighthouse,2,2,1.0,1.0,True
country_class,BRA|military_facility,1,1,1.0,1.0,True
country_class,BRA|office_building,1,1,1.0,1.0,True
country_class,BRA|oil_or_gas_facility,1,1,1.0,1.0,True
country_class,BRA|park,2,2,1.0,1.0,True
country_class,BRA|police_station,2,2,1.0,0.5,True
country_class,BRA|port,2,2,1.0,1.0,True
country_class,BRA|race_track,1,1,1.0,1.0,True
country_class,BRA|recreational_facility,1,1,1.0,1.0,True
country_class,BRA|shopping_mall,1,1,1.0,1.0,True
country_class,BRA|single-unit_residential,2,2,1.0,0.5,True
country_class,BRA|stadium,1,0,0.0,,False
country_class,BRA|storage_tank,1,1,1.0,1.0,True
country_class,BRA|swimming_pool,61,51,0.8360655737704918,0.7058823529411765,True
country_class,BRA|waste_disposal,13,13,1.0,1.0,True
country_class,BRB|golf_course,10,10,1.0,0.6,True
country_class,BRB|swimming_pool,10,8,0.8,1.0,True
country_class,BRN|smokestack,8,8,1.0,1.0,True
country_class,BRN|stadium,7,7,1.0,0.14285714285714285,True
country_class,BWA|airport,4,4,1.0,0.0,True
country_class,BWA|airport_terminal,1,1,1.0,1.0,True
country_class,BWA|runway,1,1,1.0,1.0,True
country_class,CA-|amusement_park,5,5,1.0,0.4,True
country_class,CA-|police_station,12,9,0.75,1.0,True
country_class,CAN|amusement_park,1,1,1.0,1.0,True
country_class,CAN|barn,1,1,1.0,1.0,True
country_class,CAN|burial_site,1,0,0.0,,False
country_class,CAN|crop_field,1,0,0.0,,False
country_class,CAN|gas_station,1,1,1.0,1.0,True
country_class,CAN|hospital,3,3,1.0,1.0,True
country_class,CAN|office_building,3,3,1.0,0.6666666666666666,True
country_class,CAN|oil_or_gas_facility,1,1,1.0,1.0,True
country_class,CAN|park,2,1,0.5,1.0,True
country_class,CAN|parking_lot_or_garage,2,2,1.0,0.5,True
country_class,CAN|place_of_worship,2,2,1.0,1.0,True
country_class,CAN|prison,4,3,0.75,1.0,True
country_class,CAN|smokestack,1,1,1.0,1.0,True
country_class,CAN|surface_mine,12,12,1.0,0.4166666666666667,True
country_class,CAN|wind_farm,1,1,1.0,0.0,True
country_class,CHE|airport_terminal,1,1,1.0,1.0,True
country_class,CHE|burial_site,1,1,1.0,1.0,True
country_class,CHE|fountain,1,1,1.0,1.0,True
country_class,CHE|ground_transportation_station,4,4,1.0,0.75,True
country_class,CHE|military_facility,1,1,1.0,1.0,True
country_class,CHE|nuclear_powerplant,11,9,0.8181818181818182,0.3333333333333333,True
country_class,CHE|office_building,1,1,1.0,1.0,True
country_class,CHE|shopping_mall,1,1,1.0,1.0,True
country_class,CHE|smokestack,1,1,1.0,1.0,True
country_class,CHE|water_treatment_facility,9,8,0.8888888888888888,1.0,True
country_class,CHL|airport_hangar,2,2,1.0,1.0,True
country_class,CHL|barn,1,1,1.0,1.0,True
country_class,CHL|burial_site,3,3,1.0,1.0,True
country_class,CHL|construction_site,1,0,0.0,,False
country_class,CHL|crop_field,2,1,0.5,1.0,True
country_class,CHL|fire_station,1,1,1.0,1.0,True
country_class,CHL|hospital,1,1,1.0,1.0,True
country_class,CHL|lighthouse,1,1,1.0,0.0,True
country_class,CHL|parking_lot_or_garage,3,3,1.0,1.0,True
country_class,CHL|police_station,1,1,1.0,1.0,True
country_class,CHL|port,1,1,1.0,0.0,True
country_class,CHL|recreational_facility,1,1,1.0,1.0,True
country_class,CHL|shipyard,1,1,1.0,1.0,True
country_class,CHL|single-unit_residential,1,1,1.0,1.0,True
country_class,CHN|airport_terminal,1,1,1.0,1.0,True
country_class,CHN|amusement_park,1,1,1.0,0.0,True
country_class,CHN|archaeological_site,1,1,1.0,1.0,True
country_class,CHN|construction_site,1,1,1.0,1.0,True
country_class,CHN|factory_or_powerplant,3,3,1.0,1.0,True
country_class,CHN|ground_transportation_station,1,1,1.0,1.0,True
country_class,CHN|lighthouse,3,3,1.0,0.3333333333333333,True
country_class,CHN|park,2,2,1.0,1.0,True
country_class,CHN|parking_lot_or_garage,3,3,1.0,1.0,True
country_class,CHN|race_track,1,1,1.0,1.0,True
country_class,CHN|recreational_facility,1,1,1.0,1.0,True
country_class,CHN|road_bridge,1,1,1.0,0.0,True
country_class,CHN|runway,1,1,1.0,0.0,True
country_class,CHN|shipyard,1,1,1.0,0.0,True
country_class,CHN|shopping_mall,3,1,0.3333333333333333,1.0,True
country_class,CHN|space_facility,15,15,1.0,0.9333333333333333,True
country_class,CHN|swimming_pool,1,1,1.0,1.0,True
country_class,CHN|toll_booth,1,1,1.0,1.0,True
country_class,CHN|tunnel_opening,84,80,0.9523809523809523,0.4875,True
country_class,CHN|zoo,9,9,1.0,1.0,True
country_class,CIV|airport_hangar,1,1,1.0,0.0,True
country_class,CIV|hospital,10,10,1.0,1.0,True
country_class,CIV|office_building,1,1,1.0,1.0,True
country_class,CIV|place_of_worship,8,8,1.0,1.0,True
country_class,CIV|recreational_facility,3,2,0.6666666666666666,1.0,True
country_class,CIV|surface_mine,1,1,1.0,0.0,True
country_class,CMR|construction_site,11,9,0.8181818181818182,1.0,True
country_class,CMR|ground_transportation_station,1,1,1.0,1.0,True
country_class,CMR|parking_lot_or_garage,1,1,1.0,1.0,True
country_class,CMR|police_station,3,2,0.6666666666666666,1.0,True
country_class,CMR|surface_mine,10,6,0.6,0.6666666666666666,True
country_class,COG|airport_hangar,2,2,1.0,1.0,True
country_class,COL|car_dealership,1,1,1.0,1.0,True
country_class,COL|construction_site,1,1,1.0,1.0,True
country_class,COL|electric_substation,4,3,0.75,0.6666666666666666,True
country_class,COL|ground_transportation_station,1,1,1.0,1.0,True
country_class,COL|oil_or_gas_facility,1,1,1.0,1.0,True
country_class,COL|park,3,3,1.0,1.0,True
country_class,COL|place_of_worship,1,1,1.0,0.0,True
country_class,COL|prison,1,1,1.0,1.0,True
country_class,COL|race_track,4,3,0.75,1.0,True
country_class,COL|recreational_facility,1,1,1.0,0.0,True
country_class,COL|shopping_mall,1,1,1.0,1.0,True
country_class,CPV|dam,9,9,1.0,1.0,True
country_class,CPV|solar_farm,10,10,1.0,1.0,True
country_class,CRI|crop_field,1,1,1.0,1.0,True
country_class,CRI|fire_station,1,1,1.0,1.0,True
country_class,CRI|parking_lot_or_garage,1,1,1.0,1.0,True
country_class,CRI|stadium,11,11,1.0,0.9090909090909091,True
country_class,CRI|toll_booth,1,1,1.0,1.0,True
country_class,CUB|airport,1,1,1.0,1.0,True
country_class,CUB|airport_hangar,1,1,1.0,0.0,True
country_class,CUB|aquaculture,1,1,1.0,1.0,True
country_class,CUB|crop_field,1,1,1.0,1.0,True
country_class,CUB|lighthouse,1,1,1.0,1.0,True
country_class,CUB|place_of_worship,1,1,1.0,0.0,True
country_class,CUB|prison,1,1,1.0,1.0,True
country_class,CUB|recreational_facility,1,1,1.0,1.0,True
