extension,target_coverage,test_coverage,mean_set_size,mean_set_size_fraction,calibration_threshold,protocol_hash,mean_target_violation,tail_target_violation,positive_mean_target_violation,positive_tail_target_violation,selective_risk,minimum_group_coverage,zero_accepted_groups,selective_geobwer_identified,confidence_threshold
conformal_lac,0.9,0.8999776236294473,32.499440590736185,0.5241845256570352,0.9999999999999992,a2ba388ab87217d21f65f860c09a2c55ac3a05b39ddb6a050131bd6287ba074f,-0.007794592962136193,0.20272434912498702,0.0,0.20272434912498702,,,,,
conformal_aps,0.9,0.9006489147460282,50.05191317968225,0.8072889222529397,1.0000000433814844,79b386e8952164b33cf4c5c36fd23751a2cd1880ee2fe2b3d09e986d6684cb85,0.0017175429120594166,0.12199250481173007,0.0017175429120594166,0.12199250481173007,,,,,
conformal_raps,0.9,0.8950548221078541,33.4846721861714,0.5400753578414742,1.290000000494065,7a958f1e67c397e5c299e55c6bdf7404f63f91a86891f8fcf3bf84d41a4c1cc4,-0.002656416313816412,0.1675073088319445,0.0,0.1675073088319445,,,,,
selective_050,0.5,0.503244573730141,,,,54d9a73c24aa44db1bbdf936d7544b035651dec04f70c60d24ce1ef4e8348f80,,,,,0.7261004891062695,0.0,409,False,0.975517988204956
selective_070,0.7,0.7044081449988812,,,,41a6f29d43fe35c1f37fc4e1d1df229fd2e1acd3ec16a2344a117ab85ffd6376,,,,,0.7757306226175349,0.0,230,False,0.8479017019271851
selective_080,0.8,0.8015215931975833,,,,1519b105c9ffcec6fc22f2b029c376b19fe97a3303f760d87e91e96fb37b9684,,,,,0.792573981016192,0.0,160,False,0.7236105799674988
selective_090,0.9,0.9004251510405012,,,,88b77edb07a1be39773b3d4fb66db8e787c4cfaf79198c6d2ec5d17f0c222c15,,,,,0.8076540755467196,0.0,82,False,0.5753231048583984
